Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:00:32,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.284900,0.000000,0.273600,0.323000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000500,0.000500,0.000888,0.000888,0.074800,0.000094,0.129500,0.000000,0.000094,0.000094,0.026000,0.026000,0.075500,0.075500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:33,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.194450,0.000000,0.153200,0.180900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000500,0.000500,0.000894,0.000894,0.172450,0.000097,0.298750,0.000000,0.000097,0.000097,0.015350,0.015350,0.173150,0.173150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:34,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.104000,0.000000,0.032800,0.038800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000500,0.000500,0.000900,0.000900,0.270100,0.000100,0.468000,0.000000,0.000100,0.000100,0.004700,0.004700,0.270800,0.270800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:35,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.213700,0.000000,0.131350,0.158600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001506,0.001506,0.002367,0.002367,0.167900,0.000483,0.290200,0.000000,0.000983,0.000983,0.019450,0.019450,0.168250,0.168250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:36,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.323400,0.000000,0.229900,0.278400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002511,0.002511,0.003833,0.003833,0.065700,0.000867,0.112400,0.000000,0.001867,0.001867,0.034200,0.034200,0.065700,0.065700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:37,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.331950,0.000000,0.224800,0.276850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003517,0.003517,0.005300,0.005300,0.055175,0.001250,0.093500,0.000000,0.002750,0.002750,0.035625,0.035625,0.054775,0.054775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:38,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.340500,0.000000,0.219700,0.275300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004522,0.004522,0.006767,0.006767,0.044650,0.001633,0.074600,0.000000,0.003633,0.003633,0.037050,0.037050,0.043850,0.043850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:39,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.349050,0.000000,0.214600,0.273750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005528,0.005528,0.008233,0.008233,0.034125,0.002017,0.055700,0.000000,0.004517,0.004517,0.038475,0.038475,0.032925,0.032925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:40,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.357600,0.000000,0.209500,0.272200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006533,0.006533,0.009700,0.009700,0.023600,0.002400,0.036800,0.000000,0.005400,0.005400,0.039900,0.039900,0.022000,0.022000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:41,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.384350,0.000000,0.182675,0.234850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007539,0.007539,0.011167,0.011167,0.022450,0.004150,0.031775,0.000000,0.009383,0.009383,0.046600,0.046600,0.019100,0.019100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:42,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.411100,0.000000,0.155850,0.197500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008544,0.008544,0.012633,0.012633,0.021300,0.005900,0.026750,0.000000,0.013367,0.013367,0.053300,0.053300,0.016200,0.016200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:43,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.437850,0.000000,0.129025,0.160150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009550,0.009550,0.014100,0.014100,0.020150,0.007650,0.021725,0.000000,0.017350,0.017350,0.060000,0.060000,0.013300,0.013300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:44,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.464600,0.000000,0.102200,0.122800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010556,0.010556,0.015567,0.015567,0.019000,0.009400,0.016700,0.000000,0.021333,0.021333,0.066700,0.066700,0.010400,0.010400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:45,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.478800,0.000000,0.090675,0.108425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011561,0.011561,0.017033,0.017033,0.019800,0.011150,0.015050,0.000000,0.025317,0.025317,0.069650,0.069650,0.009440,0.009440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:46,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.493000,0.000000,0.079150,0.094050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012567,0.012567,0.018500,0.018500,0.020600,0.012900,0.013400,0.000000,0.029300,0.029300,0.072600,0.072600,0.008480,0.008480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:47,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.491500,0.000000,0.067625,0.079675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013572,0.013572,0.019967,0.019967,0.026017,0.019267,0.011750,0.000000,0.043767,0.043767,0.073000,0.073000,0.007520,0.007520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:48,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.490000,0.000000,0.056100,0.065300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014578,0.014578,0.021433,0.021433,0.031433,0.025633,0.010100,0.000000,0.058233,0.058233,0.073400,0.073400,0.006560,0.006560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:49,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.472075,0.000000,0.047650,0.055500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015583,0.015583,0.022900,0.022900,0.036850,0.032000,0.008450,0.000000,0.072700,0.072700,0.070725,0.070725,0.005600,0.005600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:50,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.454150,0.000000,0.039200,0.045700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016589,0.016589,0.024367,0.024367,0.042267,0.038367,0.006800,0.000000,0.087167,0.087167,0.068050,0.068050,0.004640,0.004640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:51,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.436225,0.000000,0.030750,0.035900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017594,0.017594,0.025833,0.025833,0.047683,0.044733,0.005150,0.000000,0.101633,0.101633,0.065375,0.065375,0.003680,0.003680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:52,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.418300,0.000000,0.022300,0.026100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018600,0.018600,0.027300,0.027300,0.053100,0.051100,0.003500,0.000000,0.116100,0.116100,0.062700,0.062700,0.002720,0.002720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:53,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.238900,0.000000,0.013850,0.016300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010750,0.010750,0.015900,0.015900,0.125600,0.124550,0.001850,0.000000,0.283050,0.283050,0.035950,0.035950,0.001760,0.001760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:54,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059500,0.000000,0.005400,0.006500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002900,0.002900,0.004500,0.004500,0.198100,0.198000,0.000200,0.000000,0.450000,0.450000,0.009200,0.009200,0.000800,0.000800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:55,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.229600,0.000000,0.009700,0.013900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013700,0.013700,0.020200,0.020200,0.129200,0.129100,0.000214,0.000000,0.293400,0.293400,0.033950,0.033950,0.000814,0.000814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:56,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.399700,0.000000,0.014000,0.021300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024500,0.024500,0.035900,0.035900,0.060300,0.060200,0.000229,0.000000,0.136800,0.136800,0.058700,0.058700,0.000829,0.000829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:57,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.420625,0.000000,0.013100,0.019808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027710,0.027710,0.040570,0.040570,0.052325,0.052225,0.000243,0.000000,0.118675,0.118675,0.061225,0.061225,0.000843,0.000843,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:58,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.441550,0.000000,0.012200,0.018317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030920,0.030920,0.045240,0.045240,0.044350,0.044250,0.000257,0.000000,0.100550,0.100550,0.063750,0.063750,0.000857,0.000857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:00:59,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.462475,0.000000,0.011300,0.016825,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034130,0.034130,0.049910,0.049910,0.036375,0.036275,0.000271,0.000000,0.082425,0.082425,0.066275,0.066275,0.000871,0.000871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:00,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.483400,0.000000,0.010400,0.015333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037340,0.037340,0.054580,0.054580,0.028400,0.028300,0.000286,0.000000,0.064300,0.064300,0.068800,0.068800,0.000886,0.000886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:01,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.490300,0.000000,0.009500,0.013842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040550,0.040550,0.059250,0.059250,0.026500,0.026350,0.000300,0.000000,0.059900,0.059900,0.069000,0.069000,0.000900,0.000900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:02,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.497200,0.000000,0.008600,0.012350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043760,0.043760,0.063920,0.063920,0.024600,0.024400,0.000314,0.000000,0.055500,0.055500,0.069200,0.069200,0.000914,0.000914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:03,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.478450,0.000000,0.007700,0.010858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046970,0.046970,0.068590,0.068590,0.030175,0.029950,0.000329,0.000000,0.068125,0.068125,0.065100,0.065100,0.000929,0.000929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:04,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.459700,0.000000,0.006800,0.009367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050180,0.050180,0.073260,0.073260,0.035750,0.035500,0.000343,0.000000,0.080750,0.080750,0.061000,0.061000,0.000943,0.000943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:05,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.440950,0.000000,0.005900,0.007875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053390,0.053390,0.077930,0.077930,0.041325,0.041050,0.000357,0.000000,0.093375,0.093375,0.056900,0.056900,0.000957,0.000957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:06,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.422200,0.000000,0.005000,0.006383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056600,0.056600,0.082600,0.082600,0.046900,0.046600,0.000371,0.000000,0.106000,0.106000,0.052800,0.052800,0.000971,0.000971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:07,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.239750,0.000000,0.004100,0.004892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032600,0.032600,0.047700,0.047700,0.122550,0.122300,0.000386,0.000000,0.278000,0.278000,0.030100,0.030100,0.000986,0.000986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:08,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057300,0.000000,0.003200,0.003400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008600,0.008600,0.012800,0.012800,0.198200,0.198000,0.000400,0.000000,0.450000,0.450000,0.007400,0.007400,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:09,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.226100,0.000000,0.003150,0.003347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042800,0.042800,0.062550,0.062550,0.125400,0.124000,0.002483,0.000000,0.281800,0.281800,0.024600,0.024600,0.002200,0.002200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:10,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.394900,0.000000,0.003100,0.003294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077000,0.077000,0.112300,0.112300,0.052600,0.050000,0.004567,0.000000,0.113600,0.113600,0.041800,0.041800,0.003400,0.003400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:11,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.409900,0.000000,0.003050,0.003241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.086400,0.086400,0.125975,0.125975,0.042550,0.038750,0.006650,0.000000,0.088000,0.088000,0.041300,0.041300,0.004600,0.004600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:12,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.424900,0.000000,0.003000,0.003187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.095800,0.095800,0.139650,0.139650,0.032500,0.027500,0.008733,0.000000,0.062400,0.062400,0.040800,0.040800,0.005800,0.005800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:13,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.442000,0.000000,0.002950,0.003134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.105200,0.105200,0.153325,0.153325,0.028750,0.022525,0.010817,0.000000,0.051125,0.051125,0.041350,0.041350,0.007000,0.007000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
